id,timestamp_ms,ax,ay,az,vib_mag,sound,temp,label
0,790,0.39,-0.44,0.64,0.87,14361.85,47.88,NORMAL_SPEED4
1,888,0.29,-0.37,0.69,0.83,14820.08,47.88,NORMAL_SPEED4
2,988,0.60,0.19,0.97,1.16,14506.49,47.88,NORMAL_SPEED4
3,1088,0.80,0.76,1.24,1.66,15387.12,47.88,NORMAL_SPEED4
4,1188,0.80,0.99,1.48,1.96,14453.21,47.88,NORMAL_SPEED4
5,1288,0.58,0.36,1.19,1.37,14103.41,47.88,NORMAL_SPEED4
6,1388,0.17,-0.03,0.94,0.96,13421.11,47.88,NORMAL_SPEED4
7,1488,-0.63,0.02,0.90,1.10,15297.87,47.88,NORMAL_SPEED4
8,1588,-0.93,0.69,0.98,1.52,15185.62,47.88,NORMAL_SPEED4
9,1688,-0.81,1.04,1.06,1.69,14520.35,47.88,NORMAL_SPEED4
10,1788,-0.50,0.59,0.87,1.16,14318.12,47.88,NORMAL_SPEED4
11,1888,0.11,-0.24,0.66,0.71,13453.00,47.88,NORMAL_SPEED4
12,1988,0.51,-0.12,0.80,0.95,14449.46,47.88,NORMAL_SPEED4
13,2088,0.72,0.47,1.08,1.38,14571.77,47.88,NORMAL_SPEED4
14,2188,0.86,0.96,1.46,1.95,14396.59,47.88,NORMAL_SPEED4
15,2288,0.67,0.66,1.32,1.62,14175.14,47.88,NORMAL_SPEED4
16,2388,0.37,0.09,1.02,1.09,14025.90,47.88,NORMAL_SPEED4
17,2488,-0.47,-0.05,0.90,1.02,13825.32,47.88,NORMAL_SPEED4
18,2588,-0.96,0.50,1.01,1.48,13869.26,47.88,NORMAL_SPEED4
19,2688,-0.88,0.85,0.99,1.57,14552.09,47.88,NORMAL_SPEED4
20,2788,-0.65,0.84,0.92,1.41,13473.19,47.88,NORMAL_SPEED4
21,2888,-0.06,-0.16,0.66,0.68,14907.06,47.88,NORMAL_SPEED4
22,2988,0.47,-0.33,0.70,0.91,14141.72,47.88,NORMAL_SPEED4
23,3088,0.64,0.34,0.99,1.23,15164.88,47.88,NORMAL_SPEED4
24,3188,0.88,0.90,1.39,1.87,13490.23,47.88,NORMAL_SPEED4
25,3288,0.73,0.72,1.39,1.73,14890.10,47.88,NORMAL_SPEED4
26,3388,0.42,0.14,1.06,1.15,15456.42,47.88,NORMAL_SPEED4
27,3488,-0.39,-0.05,0.87,0.96,14878.04,47.88,NORMAL_SPEED4
28,3588,-0.98,0.33,0.99,1.43,15769.33,47.88,NORMAL_SPEED4
29,3688,-0.94,0.78,0.97,1.56,14437.90,47.88,NORMAL_SPEED4
30,3788,-0.70,0.92,0.94,1.49,15292.74,47.88,NORMAL_SPEED4
31,3888,-0.14,-0.08,0.67,0.69,14478.31,47.88,NORMAL_SPEED4
32,3988,0.24,-0.35,0.64,0.77,14432.50,47.88,NORMAL_SPEED4
33,4088,0.60,0.14,0.89,1.09,13948.51,47.88,NORMAL_SPEED4
34,4188,0.87,0.81,1.28,1.75,14068.79,47.88,NORMAL_SPEED4
35,4288,0.78,0.82,1.46,1.85,15044.69,47.88,NORMAL_SPEED4
36,4388,0.64,0.40,1.21,1.43,14375.38,47.88,NORMAL_SPEED4
37,4488,-0.07,-0.10,0.86,0.87,14725.50,47.88,NORMAL_SPEED4
38,4588,-0.79,0.06,0.92,1.22,14537.48,47.88,NORMAL_SPEED4
39,4688,-0.97,0.54,1.01,1.50,14614.35,47.88,NORMAL_SPEED4
40,4788,-0.81,0.88,1.01,1.56,14495.23,47.88,NORMAL_SPEED4
41,4888,-0.42,0.38,0.76,0.95,14854.85,47.88,NORMAL_SPEED4
42,4988,-0.09,-0.11,0.63,0.65,15244.70,47.88,NORMAL_SPEED4
43,5088,0.49,-0.38,0.68,0.91,14238.22,47.88,NORMAL_SPEED4
44,5188,0.74,0.55,1.08,1.42,15295.46,47.88,NORMAL_SPEED4
45,5288,0.86,0.88,1.28,1.77,14808.70,47.88,NORMAL_SPEED4
46,5388,0.79,0.73,1.42,1.79,14861.67,47.88,NORMAL_SPEED4
47,5488,0.37,-0.06,1.03,1.10,15044.15,47.88,NORMAL_SPEED4
48,5588,-0.37,-0.03,0.87,0.94,15534.21,47.88,NORMAL_SPEED4
49,5688,-0.84,0.15,0.91,1.24,14136.80,47.88,NORMAL_SPEED4
50,5788,-0.93,0.67,0.96,1.50,15332.03,47.88,NORMAL_SPEED4
51,5888,-0.64,0.81,0.94,1.40,15026.10,47.88,NORMAL_SPEED4
52,5988,-0.42,0.35,0.75,0.92,13624.01,47.88,NORMAL_SPEED4
53,6088,0.20,-0.36,0.60,0.73,15111.89,47.88,NORMAL_SPEED4
54,6188,0.66,-0.04,0.85,1.07,15283.12,47.88,NORMAL_SPEED4
55,6288,0.75,0.60,1.09,1.46,15758.23,47.88,NORMAL_SPEED4
56,6388,0.86,0.89,1.40,1.87,15147.53,47.88,NORMAL_SPEED4
57,6488,0.73,0.31,1.29,1.52,16239.10,47.88,NORMAL_SPEED4
58,6588,0.09,-0.07,0.95,0.95,14888.96,47.88,NORMAL_SPEED4
59,6688,-0.43,0.00,0.86,0.96,13851.64,47.88,NORMAL_SPEED4
60,6788,-1.01,0.40,0.98,1.46,15440.66,47.88,NORMAL_SPEED4
61,6888,-0.80,0.83,0.99,1.52,14867.20,47.88,NORMAL_SPEED4
62,6988,-0.62,0.82,0.93,1.39,15530.84,47.88,NORMAL_SPEED4
63,7088,-0.09,-0.06,0.63,0.64,14943.28,47.88,NORMAL_SPEED4
64,7188,0.59,-0.50,0.68,1.03,15889.65,47.88,NORMAL_SPEED4
65,7288,0.74,0.14,0.93,1.20,14816.70,47.88,NORMAL_SPEED4
66,7388,0.85,0.87,1.28,1.76,15654.80,47.88,NORMAL_SPEED4
67,7488,0.79,0.66,1.45,1.78,15481.07,47.88,NORMAL_SPEED4
68,7588,0.25,-0.05,1.03,1.06,15013.96,47.88,NORMAL_SPEED4
69,7688,-0.32,0.05,0.88,0.94,15676.29,47.88,NORMAL_SPEED4
70,7788,-1.04,0.27,0.93,1.42,16465.09,47.88,NORMAL_SPEED4
71,7888,-0.79,0.83,0.97,1.51,16718.82,47.88,NORMAL_SPEED4
72,7988,-0.58,0.85,0.92,1.38,15580.17,47.88,NORMAL_SPEED4
73,8088,-0.07,-0.11,0.61,0.63,15428.40,47.88,NORMAL_SPEED4
74,8188,0.60,-0.43,0.74,1.04,14646.95,47.88,NORMAL_SPEED4
75,8288,0.76,0.28,0.96,1.25,14820.06,47.88,NORMAL_SPEED4
76,8388,0.87,0.85,1.34,1.81,14458.84,47.88,NORMAL_SPEED4
77,8488,0.73,0.58,1.44,1.72,14881.89,47.88,NORMAL_SPEED4
78,8588,0.09,0.00,0.96,0.97,15405.25,47.88,NORMAL_SPEED4
79,8688,-0.43,-0.05,0.88,0.98,16127.87,47.88,NORMAL_SPEED4
80,8788,-1.05,0.36,0.99,1.49,14748.40,47.88,NORMAL_SPEED4
81,8888,-0.78,0.94,0.99,1.57,15918.13,47.88,NORMAL_SPEED4
82,8988,-0.57,0.82,0.91,1.35,14952.35,47.88,NORMAL_SPEED4
83,9088,-0.02,-0.14,0.60,0.62,14891.28,47.88,NORMAL_SPEED4
84,9188,0.55,-0.36,0.72,0.97,15918.30,47.88,NORMAL_SPEED4
85,9288,0.77,0.24,0.96,1.25,16883.29,47.88,NORMAL_SPEED4
86,9388,0.88,0.84,1.35,1.82,15550.91,47.88,NORMAL_SPEED4
87,9488,0.73,0.74,1.47,1.80,15355.63,47.88,NORMAL_SPEED4
88,9588,0.18,-0.02,0.99,1.01,15186.68,47.88,NORMAL_SPEED4
89,9688,-0.27,-0.03,0.89,0.93,14517.22,47.88,NORMAL_SPEED4
90,9788,-0.96,0.20,0.94,1.35,15249.06,47.88,NORMAL_SPEED4
91,9888,-0.91,0.84,0.96,1.57,15004.76,47.88,NORMAL_SPEED4
92,9988,-0.66,1.01,1.01,1.57,16135.94,47.88,NORMAL_SPEED4
93,10088,-0.26,0.15,0.70,0.76,15594.02,47.88,NORMAL_SPEED4
94,10188,0.41,-0.40,0.68,0.89,15943.17,47.88,NORMAL_SPEED4
95,10288,0.61,-0.15,0.79,1.01,15550.81,47.88,NORMAL_SPEED4
96,10388,0.81,0.72,1.22,1.63,14632.14,47.88,NORMAL_SPEED4
97,10488,0.81,0.91,1.49,1.93,15261.67,47.88,NORMAL_SPEED4
98,10588,0.71,0.67,1.40,1.71,16259.93,47.88,NORMAL_SPEED4
99,10688,0.12,-0.03,0.98,0.98,14941.33,47.88,NORMAL_SPEED4
100,10788,-0.63,-0.09,0.88,1.09,14417.07,47.88,NORMAL_SPEED4
101,11559,-1.07,0.61,0.99,1.58,15229.41,47.81,NORMAL_SPEED4
102,11658,0.73,0.54,1.11,1.43,15622.02,47.81,NORMAL_SPEED4
103,11758,0.81,0.93,1.45,1.90,14478.84,47.81,NORMAL_SPEED4
104,11858,0.78,0.87,1.50,1.90,15496.64,47.81,NORMAL_SPEED4
105,11958,0.39,0.08,1.09,1.16,16015.04,47.81,NORMAL_SPEED4
106,12058,-0.35,0.01,0.92,0.99,15803.11,47.81,NORMAL_SPEED4
107,12158,-0.76,-0.01,0.89,1.17,16421.16,47.81,NORMAL_SPEED4
108,12258,-0.97,0.71,1.00,1.56,16292.51,47.81,NORMAL_SPEED4
109,12358,-0.68,1.09,1.05,1.66,16195.59,47.81,NORMAL_SPEED4
110,12458,-0.30,0.25,0.73,0.83,15902.68,47.81,NORMAL_SPEED4
111,12558,0.11,-0.26,0.61,0.67,14132.83,47.81,NORMAL_SPEED4
112,12658,0.56,-0.17,0.80,0.99,14742.31,47.81,NORMAL_SPEED4
113,12758,0.78,0.69,1.20,1.59,13735.29,47.81,NORMAL_SPEED4
114,12858,0.85,0.89,1.38,1.85,15373.96,47.81,NORMAL_SPEED4
115,12958,0.70,0.79,1.50,1.83,14481.54,47.81,NORMAL_SPEED4
116,13058,0.14,0.03,0.99,1.00,14408.74,47.81,NORMAL_SPEED4
117,13158,-0.39,-0.01,0.92,1.00,15787.22,47.81,NORMAL_SPEED4
118,13258,-1.00,0.33,0.98,1.43,14904.27,47.81,NORMAL_SPEED4
119,13358,-0.87,0.95,0.96,1.61,16583.55,47.81,NORMAL_SPEED4
120,13458,-0.68,1.03,0.98,1.58,15237.64,47.81,NORMAL_SPEED4
121,13558,-0.20,0.05,0.70,0.73,15698.78,47.81,NORMAL_SPEED4
122,13658,0.44,-0.39,0.72,0.93,14924.05,47.81,NORMAL_SPEED4
123,13758,0.64,0.03,0.85,1.06,16279.64,47.81,NORMAL_SPEED4
124,13858,0.82,0.81,1.27,1.72,15948.14,47.81,NORMAL_SPEED4
125,13958,0.86,0.92,1.57,2.01,15169.82,47.81,NORMAL_SPEED4
126,14058,0.63,0.54,1.38,1.61,15070.43,47.81,NORMAL_SPEED4
127,14158,-0.03,0.04,0.95,0.95,15595.87,47.81,NORMAL_SPEED4
128,14258,-0.75,0.01,0.90,1.17,15100.36,47.81,NORMAL_SPEED4
129,14358,-1.01,0.74,0.96,1.58,16553.67,47.81,NORMAL_SPEED4
130,14458,-0.82,1.01,0.99,1.64,17630.92,47.81,NORMAL_SPEED4
131,14558,-0.43,0.50,0.82,1.05,15578.05,47.81,NORMAL_SPEED4
132,14658,0.19,-0.35,0.64,0.75,14853.41,47.81,NORMAL_SPEED4
