id,timestamp_ms,ax,ay,az,vib_mag,sound,temp,label
0,790,-0.03,0.57,1.06,1.21,8459.69,47.31,BLOCKED_AIRFLOW_SPEED4
1,888,-0.14,0.46,0.98,1.09,8273.60,47.31,BLOCKED_AIRFLOW_SPEED4
2,988,0.03,0.47,0.96,1.07,8789.69,47.31,BLOCKED_AIRFLOW_SPEED4
3,1088,0.22,0.38,1.00,1.09,8992.56,47.31,BLOCKED_AIRFLOW_SPEED4
4,1188,0.11,0.35,1.01,1.07,8336.79,47.31,BLOCKED_AIRFLOW_SPEED4
5,1288,0.02,0.32,0.91,0.96,10114.95,47.31,BLOCKED_AIRFLOW_SPEED4
6,1388,-0.20,0.41,1.08,1.18,12696.18,47.31,BLOCKED_AIRFLOW_SPEED4
7,1488,-0.13,0.42,0.84,0.95,9151.14,47.31,BLOCKED_AIRFLOW_SPEED4
8,1588,-0.30,0.45,0.80,0.96,13167.57,47.31,BLOCKED_AIRFLOW_SPEED4
9,1688,-0.34,0.32,0.86,0.98,11088.32,47.31,BLOCKED_AIRFLOW_SPEED4
10,1787,0.38,-1.96,-0.52,2.06,10857.85,47.31,BLOCKED_AIRFLOW_SPEED4
11,1888,0.29,0.32,1.01,1.09,12720.67,47.31,BLOCKED_AIRFLOW_SPEED4
12,1988,-0.07,0.48,0.96,1.07,12144.69,47.31,BLOCKED_AIRFLOW_SPEED4
13,2088,-0.29,0.60,0.87,1.10,12025.81,47.31,BLOCKED_AIRFLOW_SPEED4
14,2187,0.38,-1.96,-0.52,2.06,12917.80,47.31,BLOCKED_AIRFLOW_SPEED4
15,2288,-0.13,0.31,1.01,1.07,11374.89,47.31,BLOCKED_AIRFLOW_SPEED4
16,2388,-0.23,0.29,1.00,1.07,14959.81,47.31,BLOCKED_AIRFLOW_SPEED4
17,2488,-0.23,0.28,0.98,1.05,13893.29,47.31,BLOCKED_AIRFLOW_SPEED4
18,2588,-0.17,0.36,0.97,1.04,14277.32,47.31,BLOCKED_AIRFLOW_SPEED4
19,2688,-0.26,0.55,0.93,1.11,12009.09,47.31,BLOCKED_AIRFLOW_SPEED4
20,2788,-0.18,0.65,0.91,1.13,13732.61,47.31,BLOCKED_AIRFLOW_SPEED4
21,2888,0.17,0.39,0.97,1.06,16726.51,47.31,BLOCKED_AIRFLOW_SPEED4
22,2988,0.33,0.19,1.02,1.09,14146.96,47.31,BLOCKED_AIRFLOW_SPEED4
23,3088,0.34,0.26,0.96,1.05,13002.56,47.31,BLOCKED_AIRFLOW_SPEED4
24,3188,0.03,0.38,0.96,1.03,15002.36,47.31,BLOCKED_AIRFLOW_SPEED4
25,3288,0.09,0.09,1.12,1.13,15946.42,47.31,BLOCKED_AIRFLOW_SPEED4
26,3388,-0.14,0.43,0.93,1.03,14842.06,47.31,BLOCKED_AIRFLOW_SPEED4
27,3488,-0.38,0.38,1.00,1.14,13508.46,47.31,BLOCKED_AIRFLOW_SPEED4
28,3588,-0.37,0.26,0.94,1.04,15214.93,47.31,BLOCKED_AIRFLOW_SPEED4
29,3688,-0.10,0.58,0.93,1.10,14482.18,47.31,BLOCKED_AIRFLOW_SPEED4
30,3787,0.38,-1.96,-0.52,2.06,15072.87,47.31,BLOCKED_AIRFLOW_SPEED4
31,3888,0.25,0.36,0.93,1.03,14941.79,47.31,BLOCKED_AIRFLOW_SPEED4
32,3988,0.20,0.15,1.08,1.11,13522.18,47.31,BLOCKED_AIRFLOW_SPEED4
33,4088,-0.14,0.35,0.93,1.00,15410.13,47.31,BLOCKED_AIRFLOW_SPEED4
34,4188,-0.40,0.37,0.99,1.13,14098.47,47.31,BLOCKED_AIRFLOW_SPEED4
35,4288,-0.39,0.39,0.92,1.07,15055.85,47.31,BLOCKED_AIRFLOW_SPEED4
36,4388,0.17,0.39,0.98,1.07,15097.39,47.31,BLOCKED_AIRFLOW_SPEED4
37,4488,0.45,0.05,1.04,1.14,15526.11,47.31,BLOCKED_AIRFLOW_SPEED4
38,4588,0.15,0.47,0.98,1.10,15267.91,47.31,BLOCKED_AIRFLOW_SPEED4
39,4688,0.04,0.07,1.09,1.09,13156.02,47.31,BLOCKED_AIRFLOW_SPEED4
40,4788,-0.36,0.59,0.95,1.17,15083.84,47.31,BLOCKED_AIRFLOW_SPEED4
41,4888,-0.37,0.09,0.94,1.01,15611.48,47.31,BLOCKED_AIRFLOW_SPEED4
42,4988,-0.15,0.60,0.91,1.10,14842.13,47.31,BLOCKED_AIRFLOW_SPEED4
43,5088,0.40,0.02,1.04,1.11,13812.53,47.31,BLOCKED_AIRFLOW_SPEED4
44,5188,0.22,0.49,0.94,1.09,16108.41,47.31,BLOCKED_AIRFLOW_SPEED4
45,5288,0.21,0.02,1.11,1.12,15487.64,47.31,BLOCKED_AIRFLOW_SPEED4
46,5388,-0.23,0.52,0.90,1.07,16460.03,47.31,BLOCKED_AIRFLOW_SPEED4
47,5488,-0.40,0.09,0.98,1.06,12594.68,47.31,BLOCKED_AIRFLOW_SPEED4
48,5588,-0.25,0.62,0.91,1.13,14529.99,47.31,BLOCKED_AIRFLOW_SPEED4
49,5688,0.34,0.07,1.05,1.11,15627.92,47.31,BLOCKED_AIRFLOW_SPEED4
50,5788,0.20,0.49,0.97,1.10,14361.32,47.31,BLOCKED_AIRFLOW_SPEED4
51,5888,0.20,0.07,1.09,1.11,15880.31,47.31,BLOCKED_AIRFLOW_SPEED4
52,5988,-0.23,0.46,0.89,1.03,15719.66,47.31,BLOCKED_AIRFLOW_SPEED4
53,6088,-0.46,0.18,1.00,1.11,15471.52,47.31,BLOCKED_AIRFLOW_SPEED4
54,6188,-0.33,0.60,0.86,1.10,15272.89,47.31,BLOCKED_AIRFLOW_SPEED4
55,6288,0.35,0.19,1.06,1.14,15630.35,47.31,BLOCKED_AIRFLOW_SPEED4
56,6388,0.33,0.28,0.94,1.04,15200.72,47.31,BLOCKED_AIRFLOW_SPEED4
57,6488,0.20,0.19,1.08,1.11,16476.87,47.31,BLOCKED_AIRFLOW_SPEED4
58,6588,-0.23,0.35,0.93,1.02,15863.28,47.31,BLOCKED_AIRFLOW_SPEED4
59,6688,-0.41,0.33,1.02,1.15,16426.44,47.31,BLOCKED_AIRFLOW_SPEED4
60,6788,-0.38,0.54,0.89,1.11,15847.22,47.31,BLOCKED_AIRFLOW_SPEED4
61,6888,0.10,0.44,0.95,1.05,15536.42,47.31,BLOCKED_AIRFLOW_SPEED4
62,6988,0.39,0.16,0.97,1.06,14382.40,47.31,BLOCKED_AIRFLOW_SPEED4
63,7088,0.17,0.25,1.03,1.08,15550.94,47.31,BLOCKED_AIRFLOW_SPEED4
