id,timestamp_ms,ax,ay,az,vib_mag,sound,temp,label
0,790,0.02,0.39,1.03,1.10,60.70,35.31,IMBALANCE_SPEED1
1,888,0.02,0.39,1.03,1.10,84.60,35.31,IMBALANCE_SPEED1
2,988,0.02,0.39,1.03,1.10,25.99,35.31,IMBALANCE_SPEED1
3,1087,0.38,-1.96,-0.52,2.06,30.23,35.31,IMBALANCE_SPEED1
4,1188,0.02,0.39,1.03,1.10,27.82,35.31,IMBALANCE_SPEED1
5,1287,0.38,-1.96,-0.52,2.06,20.62,35.31,IMBALANCE_SPEED1
6,1388,0.01,-0.00,-0.00,0.01,31.60,35.31,IMBALANCE_SPEED1
7,1488,0.03,0.38,1.03,1.10,15.41,35.31,IMBALANCE_SPEED1
8,1588,0.02,0.38,1.02,1.09,23.01,35.31,IMBALANCE_SPEED1
9,1687,0.38,-1.96,-0.52,2.06,46.41,35.31,IMBALANCE_SPEED1
10,1788,0.02,0.39,1.03,1.10,36.72,35.31,IMBALANCE_SPEED1
11,1887,0.38,-1.96,-0.52,2.06,90.09,35.31,IMBALANCE_SPEED1
12,1988,0.02,0.39,1.03,1.10,36.40,35.31,IMBALANCE_SPEED1
13,2087,0.38,-1.96,-0.52,2.06,31.59,35.31,IMBALANCE_SPEED1
14,2188,0.02,0.38,1.03,1.10,24.18,35.31,IMBALANCE_SPEED1
15,2287,0.38,-1.96,-0.52,2.06,45.29,35.31,IMBALANCE_SPEED1
16,2388,0.06,0.38,1.04,1.11,53.54,35.31,IMBALANCE_SPEED1
17,2487,0.38,-1.96,-0.52,2.06,71.48,35.31,IMBALANCE_SPEED1
18,2588,0.03,0.44,1.04,1.13,73.23,35.31,IMBALANCE_SPEED1
19,2687,0.38,-1.96,-0.52,2.06,68.60,35.31,IMBALANCE_SPEED1
20,2788,0.03,0.42,1.03,1.11,64.26,35.31,IMBALANCE_SPEED1
21,2887,0.38,-1.96,-0.52,2.06,67.61,35.31,IMBALANCE_SPEED1
22,2988,0.01,0.43,1.03,1.12,59.17,35.31,IMBALANCE_SPEED1
23,3087,0.38,-1.96,-0.52,2.06,56.46,35.31,IMBALANCE_SPEED1
24,3187,0.38,-1.96,-0.52,2.06,58.96,35.31,IMBALANCE_SPEED1
25,3288,-0.01,0.43,1.04,1.12,71.88,35.31,IMBALANCE_SPEED1
26,3388,-0.00,0.42,1.04,1.12,62.13,35.31,IMBALANCE_SPEED1
27,3488,-0.00,0.43,1.03,1.11,64.66,35.31,IMBALANCE_SPEED1
28,3588,-0.02,0.43,1.03,1.12,67.84,35.31,IMBALANCE_SPEED1
29,3688,-0.01,0.43,1.04,1.12,54.66,35.31,IMBALANCE_SPEED1
30,3788,-0.01,0.43,1.03,1.12,203.45,35.31,IMBALANCE_SPEED1
31,3888,-0.02,0.44,1.03,1.12,71.70,35.31,IMBALANCE_SPEED1
32,3988,-0.02,0.43,1.03,1.12,70.51,35.31,IMBALANCE_SPEED1
33,4088,-0.02,0.43,1.03,1.12,78.32,35.31,IMBALANCE_SPEED1
34,4188,-0.02,0.43,1.03,1.12,59.36,35.31,IMBALANCE_SPEED1
35,4288,-0.03,0.44,1.03,1.12,82.82,35.31,IMBALANCE_SPEED1
36,4388,-0.02,0.43,1.03,1.12,83.41,35.31,IMBALANCE_SPEED1
37,4488,-0.03,0.43,1.04,1.13,65.20,35.31,IMBALANCE_SPEED1
38,4588,-0.03,0.43,1.03,1.12,71.66,35.31,IMBALANCE_SPEED1
39,4688,-0.04,0.44,1.02,1.11,62.55,35.31,IMBALANCE_SPEED1
40,4788,-0.03,0.42,1.03,1.11,76.46,35.31,IMBALANCE_SPEED1
41,4888,-0.03,0.42,1.03,1.12,63.19,35.31,IMBALANCE_SPEED1
42,4988,-0.04,0.43,1.03,1.12,83.71,35.31,IMBALANCE_SPEED1
43,5088,-0.04,0.43,1.03,1.12,67.62,35.31,IMBALANCE_SPEED1
44,5188,-0.04,0.44,1.03,1.12,73.51,35.31,IMBALANCE_SPEED1
45,5288,-0.05,0.44,1.03,1.12,392.03,35.31,IMBALANCE_SPEED1
46,5388,-0.05,0.25,-0.00,0.26,67.16,35.31,IMBALANCE_SPEED1
47,5488,-0.04,0.43,1.03,1.12,85.55,35.31,IMBALANCE_SPEED1
48,5588,-0.04,0.43,1.03,1.12,69.10,35.31,IMBALANCE_SPEED1
49,5687,0.38,-1.96,-0.52,2.06,73.34,35.31,IMBALANCE_SPEED1
