id,timestamp_ms,ax,ay,az,vib_mag,sound,temp,label
0,790,-0.00,0.40,1.03,1.11,83.63,46.00,BLOCKED_AIRFLOW_SPEED2
1,888,-0.00,0.39,1.03,1.10,49.15,46.00,BLOCKED_AIRFLOW_SPEED2
2,988,0.00,0.39,1.02,1.10,52.28,46.00,BLOCKED_AIRFLOW_SPEED2
3,1088,-0.00,0.39,1.02,1.10,53.99,46.00,BLOCKED_AIRFLOW_SPEED2
4,1188,0.00,0.39,1.03,1.10,66.54,46.00,BLOCKED_AIRFLOW_SPEED2
5,1288,0.03,0.43,1.02,1.10,53.04,46.00,BLOCKED_AIRFLOW_SPEED2
6,1388,0.01,0.42,1.02,1.10,919.68,46.00,BLOCKED_AIRFLOW_SPEED2
7,1488,-0.01,0.47,1.02,1.12,165.34,46.00,BLOCKED_AIRFLOW_SPEED2
8,1588,0.01,0.33,1.02,1.07,239.57,46.00,BLOCKED_AIRFLOW_SPEED2
9,1688,0.01,0.45,1.03,1.13,1047.56,46.00,BLOCKED_AIRFLOW_SPEED2
10,1788,0.01,0.50,1.03,1.14,197.49,46.00,BLOCKED_AIRFLOW_SPEED2
11,1888,-0.08,0.31,1.01,1.06,245.41,46.00,BLOCKED_AIRFLOW_SPEED2
12,1988,-0.07,0.31,1.00,1.05,556.00,46.00,BLOCKED_AIRFLOW_SPEED2
13,2088,-0.08,0.34,1.02,1.08,195.25,46.00,BLOCKED_AIRFLOW_SPEED2
14,2188,-0.06,0.33,1.01,1.06,270.62,46.00,BLOCKED_AIRFLOW_SPEED2
15,2288,-0.04,0.35,1.02,1.08,243.79,46.00,BLOCKED_AIRFLOW_SPEED2
16,2388,-0.03,0.36,1.02,1.08,289.78,46.00,BLOCKED_AIRFLOW_SPEED2
17,2488,-0.02,0.38,1.02,1.09,233.12,46.00,BLOCKED_AIRFLOW_SPEED2
18,2588,0.01,0.38,1.03,1.10,nan,46.00,BLOCKED_AIRFLOW_SPEED2
19,2688,-0.09,0.27,1.01,1.05,465.02,46.00,BLOCKED_AIRFLOW_SPEED2
20,2788,-0.08,0.30,1.01,1.05,779.64,46.00,BLOCKED_AIRFLOW_SPEED2
